working_capacity_0,working_capacity_1,working_capacity_2,working_capacity_3,fish_production_capacity_0,fish_production_capacity_1,crop_production_capacity_0,crop_production_capacity_1,crop_production_capacity_2,meat_production_capacity_0,meat_production_capacity_1,biodiversity_0,biodiversity_1,abiotic_resources_0,abiotic_resources_1,water_production_capacity_(drinking_water_&_irrigation_water)_0,water_production_capacity_(drinking_water_&_irrigation_water)_1,water_production_capacity_(drinking_water_&_irrigation_water)_2,Year,Company Name,target
65,8,538.0,445.7999546896239,1,535.0,86,553.0,437.0365710630131,20,251.0,278,418.64977022698787,1.0,278.0,35,610.0,333.03157793395593,2015,HOWDEN JOINERY GROUP PLC,-2.03%
28,34,385.0,445.7999546896239,663,400.9971119806223,37,694.0,437.0365710630131,8,824.0,120,418.64977022698787,408.0,357.94894756277694,15,517.0,333.03157793395593,2015,SPEEDY HIRE PLC,-9.36%
17,40,703.0,445.7999546896239,406,400.9971119806223,23,149.0,437.0365710630131,5,420.0,74,418.64977022698787,215.0,357.94894756277694,9,531.0,333.03157793395593,2015,VP PLC,-4.46%
3,31,417.0,445.7999546896239,88,400.9971119806223,4,405.0,437.0365710630131,1,22.0,16,418.64977022698787,350.0,357.94894756277694,1,796.0,333.03157793395593,2015,DIPLOMA PLC,-0.43%
8,73,64.0,782.0,22,86.0,9,51.0,365.0,2,20.0,3,371.0,29.0,958.0,10,88.0,44.0,2015,ABBVIE INC,-2.51%
7,60,95.0,634.0,18,954.0,10,21.0,340.0,2,34.0,3,460.0,17.0,77.0,6,35.0,858.0,2015,LONZA GROUP AG,-17.86%
5,66,45.0,278.0,11,127.0,6,4.0,826.0,1,30.0,2,72.0,28.0,389.0,82,70.0,388.0,2015,AMGEN INC.,-0.77%
6,27,75.0,164.0,14,682.0,8,34.0,281.0,1,95.0,2,663.0,7.0,814.0,3,47.0,653.0,2015,GERRESHEIMER AG,-37.07%
5,60,22.0,43.0,11,381.0,6,28.0,742.0,1,38.0,2,108.0,22.0,234.0,2,42.0,955.0,2015,THERMO FISHER SCIENTIFIC INC.,-2.28%
2,26,26.0,406.0,5,254.0,2,91.0,506.0,67,883.0,962,418.64977022698787,2.0,208.0,2,79.0,76.0,2015,GRIFOLS SA,-4.84%
2,65,11.0,903.0,6,440.0,3,50.0,633.0,80,660.0,1,197.0,10.0,793.0,2,28.0,59.0,2015,CSL LIMITED,-3.11%
1,17,81.0,178.0,2,348.0,1,28.0,546.0,27,908.0,436,418.64977022698787,5.0,378.0,49,64.0,333.03157793395593,2015,REGENERON PHARMACEUTICALS INCORPORATED,-0.96%
1,0,83.0,755.0,2,361.0,1,33.0,928.0,31,373.0,426,418.64977022698787,1.0,389.0,55,167.0,333.03157793395593,2015,GENUS PLC,-17.62%
77,61,28.0,445.7999546896239,1,573.0,86,793.0,437.0365710630131,19,47.0,291,418.64977022698787,3.0,139.0,5,98.0,680.0,2015,METTLER-TOLEDO INTERNATIONAL INC.,-1.69%
52,23,254.0,445.7999546896239,1,22.0,55,463.0,437.0365710630131,11,894.0,190,418.64977022698787,2.0,677.0,9,56.0,401.0,2015,WATERS CORPORATION,-1.09%
58,65,981.0,445.7999546896239,1,151.0,62,502.0,437.0365710630131,13,425.0,214,418.64977022698787,2.0,965.0,66,133.0,333.03157793395593,2015,PERKINELMER INCORPORATED,-2.01%
53,65,439.0,445.7999546896239,1,220.0,70,911.0,437.0365710630131,16,344.0,222,418.64977022698787,538.0,357.94894756277694,2,42.0,510.0,2015,ALKERMES PLC,
54,70,267.0,445.7999546896239,1,767.0,65,545.0,437.0365710630131,12,75.0,394,418.64977022698787,25.0,62.0,21,220.0,333.03157793395593,2015,"CELLTRION,INCORPORATION ",-2.54%
26,16,560.0,445.7999546896239,661,400.9971119806223,35,58.0,437.0365710630131,7,986.0,122,418.64977022698787,1.0,589.0,3,67.0,64.0,2015,SARTORIUS STEDIM BIOTECH SA,-1.47%
4,2,992.0,445.7999546896239,82,400.9971119806223,5,252.0,437.0365710630131,1,108.0,15,418.64977022698787,73.0,357.94894756277694,1,949.0,333.03157793395593,2015,BAVARIAN NORDIC AS,-20.85%
37,24,465.0,445.7999546896239,4,726.0,44,360.0,437.0365710630131,18,843.0,1,42.0,5.0,292.0,33,248.0,333.03157793395593,2015,"AGILENT TECHNOLOGIES,INC. ",0.68%
1,63,35.0,455.0,4,643.0,2,91.0,64.0,74,86.0,822,418.64977022698787,14.0,107.0,40,8.0,351.0,2015,BIOGEN INC,0.25%
2,38,25.0,22.0,5,75.0,3,16.0,66.0,73,86.0,1,5.0,3.0,65.0,1,29.0,88.0,2015,WALMART INC,-10.10%
70,14,19.0,183.0,1,67.0,93,24.0,96.0,21,77.0,30,647.0,83.0,274.0,38,28.0,907.0,2015,KROGER CO,-19.80%
39,46,79.0,185.0,97,529.0,51,44.0,76.0,11,93.0,18,28.0,1.0,12.0,20,99.0,304.0,2015,SEVEN & I HOLDINGS COMPANY LTD,-14.13%
36,16,28.0,326.0,85,121.0,48,17.0,233.0,11,26.0,15,525.0,42.0,813.0,19,81.0,99.0,2015,CARREFOUR S.A.,-13.85%
28,39,0.0,282.0,70,591.0,37,72.0,117.0,8,77.0,12,987.0,67.0,116.0,15,42.0,963.0,2015,HOME DEPOT INC,-2.46%
26,41,42.0,775.0,61,728.0,34,73.0,794.0,8,11.0,11,246.0,5.0,26.0,1,87.0,22.0,2015,CECONOMY AG,-58.34%
23,91,49.0,325.0,57,649.0,31,36.0,972.0,7,24.0,10,661.0,62.0,585.0,15,90.0,985.0,2015,SUN ART RETAIL GROUP LIMITED,-56.19%
22,25,43.0,711.0,52,217.0,29,74.0,881.0,6,92.0,9,537.0,26.0,451.0,28,77.0,883.0,2015,KONINKLIJKE AHOLD DELHAIZE NV,-16.01%
19,50,81.0,205.0,57,129.0,12,25.0,270.0,2,6.0,1,25.0,11.0,10.0,2,90.0,0.0,2015,CP ALL PUBLIC COMPANY LIMITED,-71.63%
13,93,69.0,919.0,33,372.0,13,38.0,181.0,2,95.0,6,375.0,1.0,93.0,91,96.0,535.0,2015,JERONIMO MARTINS SGPS SA,-30.66%
15,1,5.0,438.0,35,966.0,19,84.0,763.0,4,63.0,6,551.0,48.0,284.0,8,14.0,940.0,2015,J SAINSBURY PLC,-13.45%
12,35,48.0,136.0,29,413.0,16,34.0,952.0,3,81.0,5,357.0,34.0,151.0,6,71.0,693.0,2015,WM MORRISON SUPERMARKETS PLC,-23.54%
11,49,35.0,524.0,26,735.0,15,22.0,92.0,3,56.0,4,883.0,6.0,959.0,18,44.0,623.0,2015,FAMILYMART UNY HOLDINGS CO LTD,-35.32%
11,1,19.0,570.0,33,705.0,13,41.0,449.0,3,0.0,6,460.0,1.0,31.0,30,32.0,639.0,2015,AEON COMPANY LIMITED,-10.33%
10,10,85.0,211.0,43,7.0,14,42.0,170.0,3,15.0,8,65.0,1.0,907.0,31,61.0,44.0,2015,WAL-MART DE MEXICO S.A.B. DE C.V.,-5.35%
8,63,56.0,818.0,22,734.0,11,25.0,838.0,2,59.0,4,213.0,56.0,316.0,4,55.0,742.0,2015,LOTTE SHOPPING COMPANY LIMITED,-12.15%
8,49,56.0,81.0,21,409.0,11,28.0,608.0,2,62.0,3,945.0,23.0,463.0,4,61.0,39.0,2015,TJX COMPANIES INC,-2.34%
8,33,41.0,544.0,20,289.0,11,7.0,620.0,2,58.0,3,723.0,14.0,561.0,4,53.0,996.0,2015,KOHL'S CORPORATION,-5.49%
6,86,18.0,128.0,15,660.0,9,10.0,900.0,2,13.0,2,851.0,13.0,836.0,65,77.0,469.0,2015,PICK N PAY STORES LIMITED,-185.56%
6,23,60.0,728.0,15,134.0,8,13.0,436.0,1,86.0,2,817.0,25.0,625.0,10,13.0,895.0,2015,PRESIDENT CHAIN STORE CORP.,-22.10%
5,60,7.0,752.0,12,767.0,7,42.0,735.0,1,73.0,2,325.0,17.0,513.0,41,4.0,479.0,2015,MASSMART HOLDINGS LIMITED,-42.98%
5,52,84.0,42.0,17,601.0,1,92.0,837.0,13,230.0,48,931.0,4.0,39.0,16,50.0,349.0,2015,SIAM MAKRO PUBLIC COMPANY LIMITED,-32.66%
5,42,15.0,465.0,12,371.0,7,19.0,614.0,1,68.0,2,252.0,11.0,679.0,2,96.0,304.0,2015,WOOLWORTHS HOLDINGS LIMITED,-20.46%
7,27,24.0,129.0,19,162.0,9,65.0,572.0,2,23.0,3,550.0,29.0,970.0,2,37.0,81.0,2015,"BEST BUY CO.,INC. ",-3.19%
4,47,61.0,532.0,10,670.0,6,1.0,571.0,1,42.0,4,430.0,5.0,333.0,34,0.0,186.0,2015,MIGROS TICARET AS,-40.42%
4,92,2.0,261.0,12,8.0,6,49.0,28.0,1,51.0,2,188.0,22.0,270.0,36,34.0,723.0,2015,KINGFISHER PLC,-4.88%
4,28,93.0,483.0,11,813.0,5,41.0,524.0,1,23.0,2,227.0,30.0,933.0,2,17.0,352.0,2015,"YAMADA DENKI CO.,LTD. ",-27.73%
5,38,95.0,415.0,13,336.0,7,16.0,138.0,1,66.0,2,452.0,11.0,977.0,1,88.0,85.0,2015,GAP INC,-2.12%
2,97,48.0,688.0,7,514.0,3,90.0,621.0,90,773.0,1,370.0,20.0,941.0,3,13.0,583.0,2015,MARKS AND SPENCER GROUP PLC,-3.05%
2,89,16.0,550.0,6,797.0,3,84.0,461.0,89,914.0,1,242.0,2.0,181.0,1,58.0,104.0,2015,WEIS MARKETS INC,-32.56%
1,51,73.0,393.0,4,704.0,1,89.0,126.0,42,272.0,901,418.64977022698787,22.0,657.0,58,63.0,219.0,2015,ICA GRUPPEN AB,-4.55%
7,65,98.0,677.0,17,573.0,10,26.0,37.0,2,46.0,3,202.0,10.0,952.0,5,66.0,37.0,2015,INDITEX,-0.61%
1,99,25.0,432.0,7,72.0,2,59.0,98.0,50,804.0,1,390.0,2.0,53.0,2,29.0,98.0,2015,HUDSON'S BAY CO,-17.02%
2,0,92.0,815.0,4,559.0,2,65.0,373.0,61,948.0,831,418.64977022698787,15.0,108.0,1,8.0,932.0,2015,NASPERS LIMITED,-13.94%
1,59,72.0,53.0,4,203.0,2,12.0,68.0,49,55.0,778,418.64977022698787,6.0,515.0,39,30.0,772.0,2015,EBAY INCORPORATED,-0.92%
1,97,36.0,858.0,6,45.0,2,40.0,370.0,53,814.0,1,159.0,23.0,643.0,94,587.0,333.03157793395593,2015,ISETAN MITSUKOSHI HOLDINGS LIMITED,-7.32%
1,95,8.0,536.0,4,737.0,2,57.0,507.0,60,59.0,863,418.64977022698787,8.0,123.0,1,5.0,605.0,2015,NEXT PLC,-1.68%
1,94,5.0,360.0,4,629.0,2,54.0,594.0,58,664.0,856,418.64977022698787,5.0,612.0,1,3.0,151.0,2015,FAR EASTERN DEPARTMENT STORES LTD.,-22.33%
1,74,49.0,294.0,5,374.0,2,12.0,78.0,47,426.0,1,31.0,21.0,365.0,2,69.0,561.0,2015,"J FRONT RETAILING CO.,LIMITED. ",-5.14%
1,72,34.0,132.0,3,932.0,2,28.0,751.0,53,564.0,716,418.64977022698787,3.0,723.0,94,189.0,333.03157793395593,2015,MR PRICE GROUP LTD,-8.87%
1,61,74.0,158.0,4,222.0,2,11.0,409.0,48,970.0,770,418.64977022698787,15.0,424.0,86,101.0,333.03157793395593,2015,DIXONS CARPHONE PLC,-3.30%
1,77,37.0,248.0,4,48.0,2,35.0,491.0,55,151.0,737,418.64977022698787,3.0,325.0,22,6.0,96.0,2015,FOSCHINI GROUP LTD,-67.62%
1,42,87.0,628.0,3,463.0,1,88.0,640.0,44,4.0,631,418.64977022698787,5.0,753.0,77,376.0,333.03157793395593,2015,SPORTS DIRECT INTERNATIONAL PLC,-3.41%
2,14,68.0,195.0,6,634.0,96,847.0,437.0365710630131,11,581.0,17,113.0,1.0,52.0,71,93.0,160.0,2015,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,-19.34%
1,31,58.0,346.0,2,860.0,1,64.0,329.0,38,466.0,522,418.64977022698787,7.0,526.0,94,529.0,333.03157793395593,2015,"MARUI GROUP CO.,LIMITED ",-5.78%
1,5,9.0,169.0,2,393.0,1,39.0,208.0,32,556.0,436,418.64977022698787,4.0,562.0,2,65.0,353.0,2015,CLICKS GROUP LIMITED,-88.99%
1,1,23.0,146.0,2,391.0,1,34.0,95.0,31,351.0,435,418.64977022698787,2.0,249.0,55,128.0,333.03157793395593,2015,OCADO GROUP PLC,
84,65,518.0,445.7999546896239,2,535.0,1,3.0,929.0,23,372.0,484,418.64977022698787,9.0,254.0,41,82.0,333.03157793395593,2015,LAWSON INC,-1.47%
84,40,812.0,445.7999546896239,2,44.0,1,11.0,457.0,26,2.0,372,418.64977022698787,3.0,344.0,45,721.0,333.03157793395593,2015,B&M EUROPEAN VALUE RETAIL SA,-3.73%
81,29,181.0,445.7999546896239,1,854.0,1,7.0,829.0,25,239.0,337,418.64977022698787,2.0,334.0,44,381.0,333.03157793395593,2015,TRUWORTHS INTERNATIONAL LIMITED,-6.09%
57,41,341.0,445.7999546896239,1,310.0,76,213.0,437.0365710630131,17,847.0,239,418.64977022698787,1.0,179.0,31,383.0,333.03157793395593,2015,LEWIS GROUP LTD,-7.97%
53,34,81.0,445.7999546896239,1,191.0,69,318.0,437.0365710630131,16,224.0,217,418.64977022698787,3.0,112.0,28,529.0,333.03157793395593,2015,TIFFANY & CO,-0.72%
52,84,883.0,445.7999546896239,1,288.0,69,726.0,437.0365710630131,16,257.0,235,418.64977022698787,2.0,337.0,28,586.0,333.03157793395593,2015,ASOS PLC,-7.99%
47,44,52.0,445.7999546896239,1,130.0,62,265.0,437.0365710630131,14,355.0,209,418.64977022698787,1.0,333.0,25,240.0,333.03157793395593,2015,POYA CO LTD,-14.17%
45,47,588.0,445.7999546896239,1,90.0,60,126.0,437.0365710630131,14,39.0,199,418.64977022698787,1.0,481.0,24,686.0,333.03157793395593,2015,PETS AT HOME GROUP PLC,-3.26%
42,70,158.0,445.7999546896239,1,58.0,56,217.0,437.0365710630131,13,88.0,193,418.64977022698787,2.0,392.0,23,13.0,333.03157793395593,2015,WH SMITH PLC,-2.39%
4,52,517.0,445.7999546896239,300,400.9971119806223,3,125.0,437.0365710630131,33,280.59339193219273,66,418.64977022698787,4.0,150.0,31,37.0,437.0,2015,VIPSHOP HLDG LTD,-8.33%
10,33,544.0,445.7999546896239,739,400.9971119806223,8,581.0,437.0365710630131,1,169.0,153,418.64977022698787,9.0,233.0,23,60.0,995.0,2015,AXFOOD AB,-2.06%
31,76,481.0,445.7999546896239,784,400.9971119806223,41,839.0,437.0365710630131,9,744.0,143,418.64977022698787,1.0,697.0,17,132.0,333.03157793395593,2015,DUNELM GROUP PLC,-1.80%
29,48,346.0,445.7999546896239,740,400.9971119806223,37,253.0,437.0365710630131,8,598.0,135,418.64977022698787,26.0,318.0,2,9.0,480.0,2015,ZALANDO SE,-3.75%
26,39,204.0,445.7999546896239,628,400.9971119806223,34,928.0,437.0365710630131,8,161.0,114,418.64977022698787,718.0,357.94894756277694,14,351.0,333.03157793395593,2015,CARD FACTORY PLC,-2.31%
25,69,405.0,445.7999546896239,620,400.9971119806223,33,940.0,437.0365710630131,7,920.0,113,418.64977022698787,968.0,357.94894756277694,13,926.0,333.03157793395593,2015,AO WORLD PLC,
23,94,127.0,445.7999546896239,666,400.9971119806223,32,219.0,437.0365710630131,7,419.0,123,418.64977022698787,2.0,104.0,13,44.0,333.03157793395593,2015,FNAC DARTY SA,-2.65%
19,35,178.0,445.7999546896239,601,400.9971119806223,23,397.0,437.0365710630131,4,920.0,118,418.64977022698787,3.0,357.0,8,646.0,333.03157793395593,2015,LIFESTYLE INTERNATIONAL HOLDINGS LTD,-0.70%
14,4,529.0,445.7999546896239,378,400.9971119806223,18,281.0,437.0365710630131,4,222.0,69,418.64977022698787,1.0,661.0,7,423.0,333.03157793395593,2015,N BROWN GROUP PLC,-1.04%
10,58,251.0,445.7999546896239,257,400.9971119806223,13,971.0,437.0365710630131,3,259.0,47,418.64977022698787,431.0,357.94894756277694,5,730.0,333.03157793395593,2015,TOPPS TILES PLC,-3.41%
10,47,483.0,445.7999546896239,273,400.9971119806223,13,694.0,437.0365710630131,3,172.0,50,418.64977022698787,988.0,357.94894756277694,5,578.0,333.03157793395593,2015,SUPERDRY PLC,-1.25%
2,49,155.0,445.7999546896239,74,400.9971119806223,3,302.0,437.0365710630131,753,280.59339193219273,14,418.64977022698787,207.0,357.94894756277694,29,247.0,333.03157793395593,2015,ETSY INC,
1,63,95.0,445.7999546896239,54,400.9971119806223,2,48.0,437.0365710630131,461,280.59339193219273,10,418.64977022698787,503.0,357.94894756277694,810,138.1526565610167,333.03157793395593,2015,JUST EAT PLC,-0.25%
9,50,50.0,86.0,21,75.0,12,64.0,11.0,2,96.0,3,95.0,21.0,478.0,5,21.0,10.0,2015,"AVNET,INC. ",-1057.82%
25,36,17.0,942.0,58,383.0,33,70.0,260.0,7,88.0,10,643.0,9.0,215.0,13,87.0,111.0,2015,WPG HOLDINGS LIMITED,-100.88%
2,99,65.0,175.0,7,215.0,3,93.0,66.0,90,952.0,1,333.0,7.0,123.0,1,59.0,922.0,2015,SUPER GROUP LIMITED,-33.87%
2,34,47.0,422.0,5,938.0,3,8.0,385.0,71,515.0,1,83.0,11.0,53.0,1,41.0,773.0,2015,D'IETEREN S.A,-9.62%
50,25,338.0,445.7999546896239,1,313.0,67,223.0,437.0365710630131,15,585.0,241,418.64977022698787,2.0,646.0,64,904.0,333.03157793395593,2015,CANON MARKETING JAPAN INC,-2.34%
44,35,578.0,445.7999546896239,1,211.0,56,869.0,437.0365710630131,13,63.0,224,418.64977022698787,4.0,187.0,3,71.0,176.0,2015,HALFORDS GROUP PLC,-3.27%
4,2,419.0,445.7999546896239,145,400.9971119806223,5,478.0,437.0365710630131,1,228.0,27,418.64977022698787,858.0,357.94894756277694,2,158.0,333.03157793395593,2015,AUTOBACS SEVEN CO LIMITED,-0.77%
60,49,836.0,445.7999546896239,4,424.0,34,438.0,437.0365710630131,11,482.0,642,418.64977022698787,1.0,29.0,21,806.0,333.03157793395593,2015,SANTOS BRASIL PARTICIPACOES S.A.,-242.01%
58,52,90.0,643.0,1,58.0,74,37.0,238.0,17,4.0,29,875.0,3.0,64.0,29,96.0,586.0,2015,TEEKAY TANKERS LIMITED,-312.65%
29,77,26.0,351.0,74,641.0,36,15.0,793.0,8,29.0,13,893.0,56.0,447.0,3,23.0,52.0,2015,EAST JAPAN RAILWAY COMPANY LIMITED,-9.41%
22,69,27.0,801.0,55,107.0,28,49.0,591.0,6,59.0,10,180.0,27.0,655.0,1,15.0,56.0,2015,WEST JAPAN RAILWAY CO,-20.83%
17,67,1.0,872.0,44,386.0,21,41.0,435.0,4,91.0,8,265.0,34.0,249.0,58,39.0,793.0,2015,CENTRAL JAPAN RAILWAY COMPANY,-4.40%
11,79,34.0,281.0,33,983.0,12,33.0,533.0,2,70.0,1,61.0,66.0,615.0,4,76.0,872.0,2015,RUMO SA,
7,59,34.0,894.0,18,997.0,9,24.0,333.0,2,12.0,3,534.0,14.0,47.0,3,73.0,180.0,2015,HANKYU HANSHIN HOLDINGS INC,-9.91%
2,3,69.0,848.0,5,160.0,2,44.0,588.0,55,977.0,963,418.64977022698787,4.0,321.0,13,47.0,702.0,2015,NANKAI ELECTRIC RAILWAY CO LTD,-9.32%
80,31,31.0,445.7999546896239,2,491.0,62,406.0,437.0365710630131,12,632.0,2,609.0,17.0,717.0,6,59.0,610.0,2015,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,-17.91%
33,95,45.0,181.0,79,430.0,32,54.0,647.0,7,29.0,60,332.0,80.0,9.0,47,27.0,42.0,2015,OLAM INTERNATIONAL LIMITED,-156.18%
11,64,71.0,912.0,29,747.0,15,46.0,979.0,3,58.0,5,491.0,37.0,2.0,50,70.0,90.0,2015,SYSCO CORPORATION,-10.05%
88,20,820.0,445.7999546896239,2,249.0,1,12.0,38.0,25,206.0,424,418.64977022698787,17.0,888.0,44,316.0,333.03157793395593,2015,SPAR GROUP LIMITED,-9.36%
4,27,24.0,54.0,12,177.0,5,79.0,549.0,1,33.0,2,271.0,4.0,44.0,1,9.0,54.0,2014,THOMSON REUTERS CORP,-3.06%
4,58,99.0,984.0,10,886.0,6,10.0,659.0,1,42.0,1,977.0,7.0,148.0,2,50.0,944.0,2014,RECRUIT HOLDINGS CO LTD,-4.79%
2,24,50.0,472.0,5,220.0,2,98.0,456.0,69,897.0,948,418.64977022698787,2.0,797.0,1,22.0,909.0,2014,INTERTEK GROUP PLC,-4.85%
1,10,50.0,360.0,2,629.0,1,47.0,117.0,34,335.0,481,418.64977022698787,2.0,178.0,30,40.0,547.0,2014,TELEPERFORMANCE SE,-5.13%
96,18,968.0,445.7999546896239,2,797.0,1,20.0,127.0,25,911.0,556,418.64977022698787,30.0,465.0,30,7.0,983.0,2014,ZURICH INSURANCE GROUP LIMITED,-0.19%
98,13,575.0,445.7999546896239,2,507.0,1,27.0,91.0,28,807.0,477,418.64977022698787,13.0,378.0,13,51.0,571.0,2014,ADECCO GROUP AG,-0.83%
94,71,131.0,445.7999546896239,2,321.0,1,26.0,191.0,29,349.0,426,418.64977022698787,3.0,294.0,51,606.0,333.03157793395593,2014,BUREAU VERITAS SA,-1.43%
91,21,973.0,445.7999546896239,2,266.0,1,21.0,52.0,28,223.0,407,418.64977022698787,5.0,843.0,49,627.0,333.03157793395593,2014,CAPITA PLC,-1.39%
78,37,913.0,445.7999546896239,2,434.0,99,801.0,437.0365710630131,22,47.0,469,418.64977022698787,21.0,272.0,4,10.0,188.0,2014,RANDSTAD NV,-1.34%
69,82,831.0,445.7999546896239,1,835.0,92,516.0,437.0365710630131,21,482.0,327,418.64977022698787,7.0,715.0,8,0.0,236.0,2014,RELX PLC,-0.37%
50,53,451.0,445.7999546896239,1,465.0,68,664.0,437.0365710630131,15,773.0,274,418.64977022698787,57.0,76.0,14,3.0,622.0,2014,STANTEC INCORPORATED,-3.33%
58,11,452.0,445.7999546896239,1,409.0,77,171.0,437.0365710630131,18,23.0,254,418.64977022698787,2.0,597.0,31,691.0,333.03157793395593,2014,EXPERIAN PLC,-0.50%
37,32,639.0,445.7999546896239,990,400.9971119806223,48,701.0,437.0365710630131,11,131.0,186,418.64977022698787,4.0,513.0,3,46.0,452.0,2014,WOLTERS KLUWER NV,-0.59%
24,95,850.0,445.7999546896239,599,400.9971119806223,33,152.0,437.0365710630131,7,748.0,108,418.64977022698787,913.0,357.94894756277694,2,0.0,529.0,2014,IHS MARKIT LTD,-0.85%
26,66,996.0,445.7999546896239,667,400.9971119806223,35,385.0,437.0365710630131,8,246.0,120,418.64977022698787,1.0,860.0,14,499.0,333.03157793395593,2014,LONDON STOCK EXCHANGE GROUP PLC,-0.48%
21,63,488.0,445.7999546896239,537,400.9971119806223,28,308.0,437.0365710630131,6,584.0,96,418.64977022698787,1.0,697.0,11,576.0,333.03157793395593,2014,HONG KONG EXCHANGES AND CLEARING LIMITED,-0.31%
18,68,728.0,445.7999546896239,437,400.9971119806223,24,839.0,437.0365710630131,5,815.0,79,418.64977022698787,316.0,357.94894756277694,10,225.0,333.03157793395593,2014,RICARDO PLC,-4.96%
17,68,792.0,445.7999546896239,485,400.9971119806223,22,468.0,437.0365710630131,4,963.0,95,418.64977022698787,4.0,125.0,87,858.0,333.03157793395593,2014,HELVETIA HOLDING AG,-0.38%
15,98,995.0,445.7999546896239,456,400.9971119806223,20,84.0,437.0365710630131,4,367.0,90,418.64977022698787,4.0,618.0,40,480.0,333.03157793395593,2014,BALOISE HOLDING AG,-0.18%
14,36,63.0,445.7999546896239,354,400.9971119806223,18,971.0,437.0365710630131,4,402.0,64,418.64977022698787,1.0,346.0,7,740.0,333.03157793395593,2014,ASX LIMITED,-0.33%
10,45,93.0,445.7999546896239,391,400.9971119806223,13,674.0,437.0365710630131,3,74.0,67,418.64977022698787,4.0,916.0,5,404.0,333.03157793395593,2014,HAYS PLC,-0.49%
9,94,118.0,445.7999546896239,225,400.9971119806223,13,123.0,437.0365710630131,3,63.0,41,418.64977022698787,788.0,357.94894756277694,5,386.0,333.03157793395593,2014,JSE LIMITED,
7,30,434.0,445.7999546896239,161,400.9971119806223,9,258.0,437.0365710630131,2,159.0,30,418.64977022698787,4.0,167.0,15,572.0,333.03157793395593,2014,DEUTSCHE BOERSE AG,-0.07%
6,85,863.0,445.7999546896239,218,400.9971119806223,9,36.0,437.0365710630131,2,36.0,41,418.64977022698787,784.0,357.94894756277694,3,579.0,333.03157793395593,2014,"ICF INTERNATIONAL,INC. ",-1.01%
6,33,685.0,445.7999546896239,149,400.9971119806223,8,179.0,437.0365710630131,1,905.0,27,418.64977022698787,175.0,357.94894756277694,3,350.0,333.03157793395593,2014,BURSA MALAYSIA BHD,-0.95%
6,25,157.0,445.7999546896239,186,400.9971119806223,8,250.0,437.0365710630131,1,897.0,33,418.64977022698787,1.0,399.0,3,335.0,333.03157793395593,2014,PAGEGROUP PLC,-0.52%
4,54,324.0,445.7999546896239,92,400.9971119806223,5,348.0,437.0365710630131,1,253.0,17,418.64977022698787,450.0,357.94894756277694,2,203.0,333.03157793395593,2014,B3 SA BRASIL BOLSA BALCAO,-0.10%
3,81,161.0,445.7999546896239,118,400.9971119806223,5,24.0,437.0365710630131,1,151.0,21,418.64977022698787,998.0,357.94894756277694,2,24.0,333.03157793395593,2014,STHREE PLC,-0.84%
2,89,480.0,445.7999546896239,104,400.9971119806223,3,870.0,437.0365710630131,863,280.59339193219273,19,418.64977022698787,697.0,357.94894756277694,1,517.0,333.03157793395593,2014,JAPAN EXCHANGE GROUP INC,-0.07%
2,63,641.0,445.7999546896239,88,400.9971119806223,3,465.0,437.0365710630131,788,280.59339193219273,15,418.64977022698787,908.0,357.94894756277694,1,385.0,333.03157793395593,2014,ROBERT WALTERS PLC,-0.95%
2,61,921.0,445.7999546896239,95,400.9971119806223,3,134.0,437.0365710630131,710,280.59339193219273,15,418.64977022698787,758.0,357.94894756277694,1,248.0,333.03157793395593,2014,BOLSAS Y MERCADOS ESPANOLES SHMSF SA,-0.10%
2,48,989.0,445.7999546896239,68,400.9971119806223,3,256.0,437.0365710630131,744,280.59339193219273,12,418.64977022698787,579.0,357.94894756277694,1,308.0,333.03157793395593,2014,MCMILLAN SHAKESPEARE LTD,-0.34%
1,87,855.0,445.7999546896239,44,400.9971119806223,2,500.0,437.0365710630131,585,280.59339193219273,8,418.64977022698787,14.0,357.94894756277694,1,29.0,333.03157793395593,2014,BOLSA MEXICANA DE VALORES SAB DE CV,-0.35%
40,55,33.0,483.0,1,10.0,53,22.0,192.0,12,47.0,18,126.0,461.0,357.94894756277694,5,18.0,41.0,2014,MYTILINEOS HOLDINGS S.A.,-2728.39%
65,92,32.0,453.0,1,58.0,81,95.0,888.0,19,3.0,28,838.0,15.0,81.0,94,86.0,24.0,2014,SEMBCORP INDUSTRIES LIMITED,-203.24%
74,75,34.0,691.0,1,70.0,1,0.0,30.0,23,2.0,31,158.0,28.0,943.0,40,49.0,75.0,2014,3M COMPANY,-10.69%
64,11,58.0,465.0,1,48.0,84,86.0,250.0,19,86.0,27,45.0,36.0,660.0,34,92.0,573.0,2014,HONEYWELL INTERNATIONAL INCORPORATED,-11.26%
55,96,96.0,715.0,1,34.0,72,93.0,641.0,16,97.0,24,614.0,1.0,34.0,29,84.0,964.0,2014,GENERAL ELECTRIC COMPANY,-2.28%
40,90,30.0,235.0,94,710.0,54,45.0,312.0,12,75.0,17,259.0,2.0,496.0,6,96.0,7.0,2014,ALFA SAB DE CV,-41.84%
29,82,78.0,688.0,75,227.0,39,49.0,865.0,9,22.0,13,313.0,1.0,12.0,1,26.0,62.0,2014,TOSHIBA CORPORATION,-13.03%
