overall,reviewerID,asin,reviewText,summary,unixReviewTime,vote,Color1,Color2,Color3,Color4,Size,unixReviewTime,reviewTimeYear,reviewTimeMonth,reviewTimeWeek,reviewTimeDay,reviewTimeDayofweek,reviewTimeDayofyear,reviewTimeElapsed
5.0,ACDIEMICS7XGC,B009MA34NY,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,1480204800.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1480204800.0,2016.0,11.0,47.0,27.0,6.0,332.0,1480204800.0
5.0,A1223JGQ0GRSPT,B009MA34NY,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,1479859200.0,0, Black,White,Anthracite,Stealth, 5 B(M) US,1479859200.0,2016.0,11.0,47.0,23.0,2.0,328.0,1479859200.0
4.0,ATSUXY7ASCGPY,B009MA34NY,Not a lot of arch support but really lightweight.,Four Stars,1479254400.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1479254400.0,2016.0,11.0,46.0,16.0,2.0,321.0,1479254400.0
5.0,AY6GA8WZR3JKV,B009MA34NY,EXCELLENT,Five Stars,1479254400.0,0, Black,Wolf Grey,White,Pink, 8.5 B(M) US,1479254400.0,2016.0,11.0,46.0,16.0,2.0,321.0,1479254400.0
3.0,A1NBH6OGAD3BSK,B009MA34NY,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,1479081600.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1479081600.0,2016.0,11.0,46.0,14.0,0.0,319.0,1479081600.0
5.0,A3DIMXA53RL7P,B009MA34NY,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400.0,0, Black,White,Anthracite,Stealth, 6.5 B(M) US,1478822400.0,2016.0,11.0,45.0,11.0,4.0,316.0,1478822400.0
4.0,A2RI4IA5982B8I,B009MA34NY,Light-weight comfy shoes.,Four Stars,1478822400.0,0, Ocean Fog,Blue Grey,Mango,missing, 9.5 B(M) US,1478822400.0,2016.0,11.0,45.0,11.0,4.0,316.0,1478822400.0
5.0,A1EWNWTJPKEO4Z,B009MA34NY,Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!,1478649600.0,0, Black,White,Anthracite,Stealth, 8 B(M) US,1478649600.0,2016.0,11.0,45.0,9.0,2.0,314.0,1478649600.0
4.0,AXKDU1CHG7Y4,B009MA34NY,"Wish they had a little more support/cushion, but I love everything else about them!","Overall, a grwat shoe.",1478563200.0,0, Pink Blast,Stealth,Hyper Pink,White, 9.5 B(M) US,1478563200.0,2016.0,11.0,45.0,8.0,1.0,313.0,1478563200.0
5.0,A2FCRNY9C46Q4H,B009MA34NY,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,1478476800.0,3, Black,Wolf Grey,White,Pink, 10 B(M) US,1478476800.0,2016.0,11.0,45.0,7.0,0.0,312.0,1478476800.0
3.0,AJWSFNS4F87M6,B009MA34NY,After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,They feel good but I will not recommended if you need Wide ...,1478390400.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1478390400.0,2016.0,11.0,44.0,6.0,6.0,311.0,1478390400.0
3.0,A2KGKIJ528667I,B009MA34NY,"I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",Get a half-size or more larger than usual.,1477785600.0,0, Black,White,Anthracite,Stealth, 10.5 B(M) US,1477785600.0,2016.0,10.0,43.0,30.0,6.0,304.0,1477785600.0
5.0,A2CP5A30XO5JUO,B009MA34NY,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,1477699200.0,0, Black,White,Anthracite,Stealth, 7 B(M) US,1477699200.0,2016.0,10.0,43.0,29.0,5.0,303.0,1477699200.0
3.0,A6IYTCB1PQ6NR,B009MA34NY,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected,1477440000.0,0, Ocean Fog,Blue Grey,Mango,missing, 7 B(M) US,1477440000.0,2016.0,10.0,43.0,26.0,2.0,300.0,1477440000.0
5.0,A3CXL2P49AQQRH,B009MA34NY,Really comfortable and very cute.,Five Stars,1477353600.0,0, Black,Wolf Grey,White,Pink, 9 B(M) US,1477353600.0,2016.0,10.0,43.0,25.0,1.0,299.0,1477353600.0
5.0,AD7ZF3D5JH9HL,B009MA34NY,Fit to size. Comfortable,Five Stars,1477267200.0,0, Black,Wolf Grey,White,Pink, 8.5 B(M) US,1477267200.0,2016.0,10.0,43.0,24.0,0.0,298.0,1477267200.0
5.0,A2HL6AXS8GU07F,B009MA34NY,Picky daughter actually loves them.,Worth it.,1476835200.0,0, Black,White,Anthracite,Stealth, 6.5 B(M) US,1476835200.0,2016.0,10.0,42.0,19.0,2.0,293.0,1476835200.0
5.0,A3GJ2XW7W3VC5L,B009MA34NY,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,Great sneakers!,1476662400.0,5, Bright Mango,Crimson,White,Blue, 7.5 B(M) US,1476662400.0,2016.0,10.0,42.0,17.0,0.0,291.0,1476662400.0
5.0,A1X1ZJUOWLSFPG,B009MA34NY,Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive,1476489600.0,0, Ocean Fog,Blue Grey,Mango,missing, 8 B(M) US,1476489600.0,2016.0,10.0,41.0,15.0,5.0,289.0,1476489600.0
4.0,A2QVLSH9P0BFA6,B009MA34NY,"I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.",but like them so far,1476144000.0,0, Grey,Orange,missing,missing, 10 D(M) US,1476144000.0,2016.0,10.0,41.0,11.0,1.0,285.0,1476144000.0
3.0,A17SQ5GHL7FCTZ,B009MA34NY,I got a hot spot on the bottom of my foot the first day I wore them.,Great red color,1475971200.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1475971200.0,2016.0,10.0,40.0,9.0,6.0,283.0,1475971200.0
4.0,A2JYB3OMH5QEBV,B009MA34NY,"Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)",they'll work great!: ),1475625600.0,0, Black,White,Anthracite,Stealth, 6.5 B(M) US,1475625600.0,2016.0,10.0,40.0,5.0,2.0,279.0,1475625600.0
3.0,A717DJ1DZRTC5,B009MA34NY,Not a fan. Shoes looked great but too narrow for most feet.,Shoes looked great but too narrow for most feet,1475280000.0,0, Cool Grey,Team Orange,White,Platinum, 12 D(M) US,1475280000.0,2016.0,10.0,39.0,1.0,5.0,275.0,1475280000.0
5.0,A2NKNE9SV2KIN2,B009MA34NY,"I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",I love these shoes,1474848000.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1474848000.0,2016.0,9.0,39.0,26.0,0.0,270.0,1474848000.0
5.0,AZ3KLARHNWMNZ,B009MA34NY,fits perfect,Five Stars,1474588800.0,0, Cool Grey,Team Orange,White,Platinum, 12 D(M) US,1474588800.0,2016.0,9.0,38.0,23.0,4.0,267.0,1474588800.0
5.0,A218T4MO2D9DF3,B009MA34NY,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,1474156800.0,3, Black,White,Anthracite,Stealth, 9.5 B(M) US,1474156800.0,2016.0,9.0,37.0,18.0,6.0,262.0,1474156800.0
1.0,A39XW67H6XEUOJ,B009MA34NY,"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.",Did not fit my feet,1473638400.0,0, Black,White,Anthracite,Stealth, 10 B(M) US,1473638400.0,2016.0,9.0,37.0,12.0,0.0,256.0,1473638400.0
1.0,A3SM5XENOINDNH,B009MA34NY,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,Poor Quality. Don't buy.,1473552000.0,14, Black,White,Anthracite,Stealth, 9.5 B(M) US,1473552000.0,2016.0,9.0,36.0,11.0,6.0,255.0,1473552000.0
5.0,AMDBCZOTA9PVG,B009MA34NY,Fit like gloves to my feet! Perfect for workouts.,Five Stars,1473379200.0,0, Black,White,Anthracite,Stealth, 7 B(M) US,1473379200.0,2016.0,9.0,36.0,9.0,4.0,253.0,1473379200.0
4.0,AIIPH3GX5LWS0,B009MA34NY,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",Does the job!,1473120000.0,2, Black,White,Anthracite,Stealth, 8 B(M) US,1473120000.0,2016.0,9.0,36.0,6.0,1.0,250.0,1473120000.0
4.0,ASOSP4VAUDB7I,B009MA34NY,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot,1472774400.0,0, Black,White,Anthracite,Stealth, 9.5 B(M) US,1472774400.0,2016.0,9.0,35.0,2.0,4.0,246.0,1472774400.0
5.0,A11JLWK8H96AU,B009MA34NY,Love them !!!,Five Stars,1472428800.0,0, Black,Wolf Grey,White,Pink, 9 B(M) US,1472428800.0,2016.0,8.0,35.0,29.0,0.0,242.0,1472428800.0
5.0,AC5WLG32YTU5K,B009MA34NY,I love these shoes! Great arch support and perfect for cardio.,Five Stars,1472256000.0,0, Cool Grey,Team Orange,White,Platinum, 7.5 D(M) US,1472256000.0,2016.0,8.0,34.0,27.0,5.0,240.0,1472256000.0
5.0,A2MIBT81MX859C,B009MA34NY,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,1472256000.0,5, Cool Grey,Team Orange,White,Platinum, 13 D(M) US,1472256000.0,2016.0,8.0,34.0,27.0,5.0,240.0,1472256000.0
3.0,A2YPMEQ0QQ2I50,B009MA34NY,"These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.",Unnacceptable. Zero support,1472169600.0,2, Cool Grey,Team Orange,White,Platinum, 9 D(M) US,1472169600.0,2016.0,8.0,34.0,26.0,4.0,239.0,1472169600.0
5.0,A12LDKOWDBPQTC,B009MA34NY,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,1471910400.0,0, Cool Grey,Team Orange,White,Platinum, 9 D(M) US,1471910400.0,2016.0,8.0,34.0,23.0,1.0,236.0,1471910400.0
5.0,A2S1234WV0NH27,B009MA34NY,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.",Simply Supreme.,1471651200.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1471651200.0,2016.0,8.0,33.0,20.0,5.0,233.0,1471651200.0
5.0,A3R2PQ01UGPDOX,B009MA34NY,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",Soooo comfortable.....,1471219200.0,0, Bright Mango,Crimson,White,Blue, 7.5 B(M) US,1471219200.0,2016.0,8.0,33.0,15.0,0.0,228.0,1471219200.0
5.0,AV2MXVWMTERBK,B009MA34NY,Great shoes. Lightweight and comfortable,Five Stars,1471219200.0,0, Cool Grey,Team Orange,White,Platinum, 10.5 D(M) US,1471219200.0,2016.0,8.0,33.0,15.0,0.0,228.0,1471219200.0
5.0,A2UE1H1A7NH56P,B009MA34NY,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,BEST SHOES EVER!,1471132800.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1471132800.0,2016.0,8.0,32.0,14.0,6.0,227.0,1471132800.0
5.0,A36XF6818PQ4DJ,B009MA34NY,These sneakers give me the motivation to workout because they feel so good and are great for any training,... me the motivation to workout because they feel so good and are great for any training,1470614400.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1470614400.0,2016.0,8.0,32.0,8.0,0.0,221.0,1470614400.0
3.0,A2SF88GW3AWEFK,B009MA34NY,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.",Hurt my knees and back running,1470355200.0,2, Black,White,Anthracite,Stealth, 6.5 B(M) US,1470355200.0,2016.0,8.0,31.0,5.0,4.0,218.0,1470355200.0
5.0,AIM9MWMG87AWG,B009MA34NY,Size 5. Very comfortable shoes. Love!,Very comfortable shoes. Love,1469577600.0,0, Cool Grey,Team Orange,White,Platinum, 13 D(M) US,1469577600.0,2016.0,7.0,30.0,27.0,2.0,209.0,1469577600.0
3.0,A3IO5BLF4EPZDR,B009MA34NY,I always buy the same size this ones came to large,large shoe,1469059200.0,0, Black,White,Anthracite,Stealth, 10 B(M) US,1469059200.0,2016.0,7.0,29.0,21.0,3.0,203.0,1469059200.0
5.0,A26TU9F2BSPSGT,B009MA34NY,"Nice shoes, fit good",Five Stars,1468886400.0,0, Black,White,Anthracite,Stealth, 10.5 B(M) US,1468886400.0,2016.0,7.0,29.0,19.0,1.0,201.0,1468886400.0
5.0,ABRX0RQNRXX85,B009MA34NY,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),My wife loves these shoes.,1468800000.0,0, Blue Tint,Green Glow,Hasta,White, 8.5 B(M) US,1468800000.0,2016.0,7.0,29.0,18.0,0.0,200.0,1468800000.0
5.0,A2GXUQFUWMZ2FH,B009MA34NY,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,Love Love Love,1468368000.0,0, Blue Tint,Green Glow,Hasta,White, 9 B(M) US,1468368000.0,2016.0,7.0,28.0,13.0,2.0,195.0,1468368000.0
5.0,AS378UOMHULXO,B009MA34NY,"Look better than the picture, very comfortable, great support.",PERFECT,1467331200.0,0, Green Glow,Seaweed - Hasta - White,missing,missing, 8.5 B(M) US,1467331200.0,2016.0,7.0,26.0,1.0,4.0,183.0,1467331200.0
5.0,A3QX1A6IPFQTN9,B009MA34NY,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,Nice shoe,1467331200.0,5, Grey,missing,missing,missing, 8 B(M) US,1467331200.0,2016.0,7.0,26.0,1.0,4.0,183.0,1467331200.0
5.0,A3LJ4LLR2UX4CB,B009MA34NY,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",I am so happy with this purchase,1467072000.0,7, Cool Grey,Volt,Pure Platinum,missing, 12 B(M) US,1467072000.0,2016.0,6.0,26.0,28.0,1.0,180.0,1467072000.0
5.0,A34WSGSH5OBAM2,B009MA34NY,Absolutely love them. Can even wear them without my insoles.,Five Stars,1466812800.0,0, Pure Platinum,Blue Glow,Wolf Grey,missing, 9.5 B(M) US,1466812800.0,2016.0,6.0,25.0,25.0,5.0,177.0,1466812800.0
3.0,A2QJWHL4HY9FMF,B009MA34NY,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.",Cute,1466467200.0,2, Black,White,Anthracite,Stealth, 9.5 B(M) US,1466467200.0,2016.0,6.0,25.0,21.0,1.0,173.0,1466467200.0
5.0,AXVYVUK058AM3,B009MA34NY,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",Love,1466294400.0,3, Black,White,Anthracite,Stealth, 7 B(M) US,1466294400.0,2016.0,6.0,24.0,19.0,6.0,171.0,1466294400.0
5.0,AIP4C9MG13COB,B009MA34NY,"Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",Comfortable and lightweight,1465516800.0,10, Black,White,Anthracite,Stealth, 9.5 B(M) US,1465516800.0,2016.0,6.0,23.0,10.0,4.0,162.0,1465516800.0
5.0,A1X1DXP9HGXG27,B009MA34NY,Excellent,Five Stars,1465084800.0,0, Blue Tint,Green Glow,Hasta,White, 7 B(M) US,1465084800.0,2016.0,6.0,22.0,5.0,6.0,157.0,1465084800.0
5.0,AIO1XEP0AIDQJ,B009MA34NY,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!,1464825600.0,0, black,missing,missing,missing, 6 B(M) US,1464825600.0,2016.0,6.0,22.0,2.0,3.0,154.0,1464825600.0
5.0,AYNXCABS73RDW,B009MA34NY,Super cute!,Five Stars,1464480000.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1464480000.0,2016.0,5.0,21.0,29.0,6.0,150.0,1464480000.0
5.0,A2X2KP4XXM06OU,B009MA34NY,perfect,Five Stars,1464393600.0,0, Blue Tint,Green Glow,Hasta,White, 8 B(M) US,1464393600.0,2016.0,5.0,21.0,28.0,5.0,149.0,1464393600.0
4.0,A2P87PVYP2KLT6,B009MA34NY,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",A little annoying because I have to pay attention but they are ...,1464048000.0,0, Black,White,Anthracite,Stealth, 7 B(M) US,1464048000.0,2016.0,5.0,21.0,24.0,1.0,145.0,1464048000.0
5.0,A1OOBIVO3APP7E,B009MA34NY,Nice shoes,Five Stars,1463702400.0,0, Black,White,Anthracite,Stealth, 8 B(M) US,1463702400.0,2016.0,5.0,20.0,20.0,4.0,141.0,1463702400.0
5.0,A14NH559TEDFQL,B009MA34NY,"Perfect fit, very comfortable, and a great color. They also fit as expected.",Five Stars,1463356800.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1463356800.0,2016.0,5.0,20.0,16.0,0.0,137.0,1463356800.0
5.0,A2KCFRMKVHYSU7,B009MA34NY,Really comfy and nice color,Great and comfy for sports,1463270400.0,0, Wolf Grey,Black-pink Blast,White,missing, 8.5 B(M) US,1463270400.0,2016.0,5.0,19.0,15.0,6.0,136.0,1463270400.0
4.0,A10RXRZE0TAKPU,B009MA34NY,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",A bit pointier toe than depicted...,1462924800.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1462924800.0,2016.0,5.0,19.0,11.0,2.0,132.0,1462924800.0
5.0,A1SC6HVU28ND3D,B009MA34NY,Very comfortable and looks great!,Five Stars,1462752000.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 7 B(M) US,1462752000.0,2016.0,5.0,19.0,9.0,0.0,130.0,1462752000.0
5.0,AJDH2WVLX79KA,B009MA34NY,Love this shoes so comfy and great very everyday use. Runs big,Fits wonderful,1462665600.0,0, Wolf Grey,Black-pink Blast,White,missing, 8.5 B(M) US,1462665600.0,2016.0,5.0,18.0,8.0,6.0,129.0,1462665600.0
4.0,AVHVZJ5HB6FSK,B009MA34NY,Nice looking and fit nice,Four Stars,1462579200.0,0, Blue Tint,Green Glow,Hasta,White, 9 B(M) US,1462579200.0,2016.0,5.0,18.0,7.0,5.0,128.0,1462579200.0
4.0,AG8MPE8CQAPM7,B009MA34NY,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",Comfortable and lightweight,1462320000.0,20, Black,White,Anthracite,Stealth, 9.5 B(M) US,1462320000.0,2016.0,5.0,18.0,4.0,2.0,125.0,1462320000.0
5.0,A1AWX0M8R6A2I1,B009MA34NY,Perfict fit for me. Great looking shoes at a great price.,nice,1462320000.0,0, Wolf Grey,Black-pink Blast,White,missing, 6.5 B(M) US,1462320000.0,2016.0,5.0,18.0,4.0,2.0,125.0,1462320000.0
5.0,AT5OQFDS6PEE1,B009MA34NY,The sneakers are very comfortable and fit to size.,Five Stars,1461369600.0,0, Black,White,Anthracite,Stealth, 8 B(M) US,1461369600.0,2016.0,4.0,16.0,23.0,5.0,114.0,1461369600.0
5.0,AOFQAZVA6Q6E7,B009MA34NY,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight,1461196800.0,3, Black,White,Anthracite,Stealth, 8.5 B(M) US,1461196800.0,2016.0,4.0,16.0,21.0,3.0,112.0,1461196800.0
4.0,A2C6XHB0AEBNEG,B009MA34NY,I really like them!,Four Stars,1461110400.0,0, Hyper Jade,Mtlc Silver,Hyper Turq,missing, 8.5 B(M) US,1461110400.0,2016.0,4.0,16.0,20.0,2.0,111.0,1461110400.0
4.0,A3UMNRR89DIZRM,B009MA34NY,Good light weight shoe...had to add insole for more support.,Four Stars,1461024000.0,2, Cool Grey , Volt - Wolf Grey - Pure Platinum,missing,missing, 8 W US,1461024000.0,2016.0,4.0,16.0,19.0,1.0,110.0,1461024000.0
5.0,AZRZ2FB7CFNOE,B009MA34NY,I love my tennis shoes,Five Stars,1460937600.0,0, Black,White,Anthracite,Stealth, 7.5 B(M) US,1460937600.0,2016.0,4.0,16.0,18.0,0.0,109.0,1460937600.0
3.0,A4M7JTCBXRAT3,B009MA34NY,"This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.","LOOKS GOOD, FEELS ICKY!",1459728000.0,2, Wolf Grey,Platinum,White,Crimson, 9.5 B(M) US,1459728000.0,2016.0,4.0,14.0,4.0,0.0,95.0,1459728000.0
5.0,A2TRI54C8EMCX,B009MA34NY,"Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",Love it!! Definetly recommend it,1459382400.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1459382400.0,2016.0,3.0,13.0,31.0,3.0,91.0,1459382400.0
5.0,A1WVSBL8J4ZESK,B009MA34NY,Excelente,Five Stars,1459123200.0,0, Black,White,Anthracite,Stealth, 11 B(M) US,1459123200.0,2016.0,3.0,13.0,28.0,0.0,88.0,1459123200.0
2.0,A2GJUMX0CRHLIN,B009MA34NY,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap,1459123200.0,0, Black,White,Anthracite,Stealth, 7.5 B(M) US,1459123200.0,2016.0,3.0,13.0,28.0,0.0,88.0,1459123200.0
4.0,A3KAX5RZ4XH9L7,B009MA34NY,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1458777600.0,2016.0,3.0,12.0,24.0,3.0,84.0,1458777600.0
4.0,A3KAX5RZ4XH9L7,B0092UF54A,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600.0,0, Blue Tint,Green Glow,Hasta,White, 8.5 B(M) US,1458777600.0,2016.0,3.0,12.0,24.0,3.0,84.0,1458777600.0
3.0,A2YI41MCJB2QCV,B0092UF54A,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,1458691200.0,7, Black,White,Anthracite,Stealth, 9.5 B(M) US,1458691200.0,2016.0,3.0,12.0,23.0,2.0,83.0,1458691200.0
5.0,A3ONF0JD2UBP54,B0092UF54A,Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling,1458432000.0,0, Black,White,Anthracite,Stealth, 8.5 B(M) US,1458432000.0,2016.0,3.0,11.0,20.0,6.0,80.0,1458432000.0
5.0,A3R09ZAUTB2PUU,B0092UF54A,excelente,Five Stars,1458259200.0,0, Black,White,Anthracite,Stealth, 9 B(M) US,1458259200.0,2016.0,3.0,11.0,18.0,4.0,78.0,1458259200.0
4.0,A3P1MRTMU7EH0D,B0092UF54A,"The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",you feel like you have a lot of room,1458086400.0,0, Black,White,Anthracite,Stealth, 8 B(M) US,1458086400.0,2016.0,3.0,11.0,16.0,2.0,76.0,1458086400.0
